id,title,description,severity,status,created_at,updated_at,resolved_at,affected_services,assignee,category
INC932,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,high,open,2026-01-07T18:06:56.376226,,,cdn|notification-service|session-service,observability-team,Security
INC933,Disk space critical on load-balancer nodes,Disk space critical on load-balancer nodes affecting production environment with consistent failures,critical,resolved,2026-01-12T03:48:56.376226,2026-01-12T10:48:56.376226,2026-01-12T19:01:56.376226,elasticsearch|checkout-service,search-team,Storage
INC934,Message queue backlog growing,Message queue backlog growing affecting production environment,critical,investigating,2026-01-15T11:23:56.376226,,,frontend,api-team,Monitoring
INC935,Load balancer health check failing,Load balancer health check failing affecting production environment,high,open,2026-01-14T06:49:56.376226,,,product-service|frontend,payments-team,Infrastructure
INC936,Network latency to rate-limiter region,Network latency to rate-limiter region affecting production environment,critical,investigating,2026-01-12T17:53:56.376226,,,product-service,platform-team,Network
INC937,Memory leak in notification service,Memory leak in notification service affecting production environment,medium,investigating,2026-01-13T17:47:56.376226,,,checkout-service,observability-team,Application
INC938,Redis cache connection failures,Redis cache connection failures affecting production environment with sporadic failures,high,open,2026-01-13T10:01:56.376226,,,rate-limiter|ci-cd,payments-team,Cache
INC939,Database replica lag critical,Database replica lag critical affecting production environment with consistent failures,critical,open,2026-01-07T18:34:56.376226,,,product-service,dba-team,Database
INC940,Database connection timeout,Database connection timeout affecting production environment with intermittent failures,low,resolved,2026-01-20T04:53:56.376226,2026-01-21T20:40:56.376226,2026-01-20T11:33:56.376226,frontend,identity-team,Database
INC941,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,low,investigating,2026-01-10T13:35:56.376226,,,read-replica|checkout-service|email-service,security-team,Security
INC942,Memory leak in kubernetes service,Memory leak in kubernetes service affecting production environment,medium,resolved,2026-01-20T07:38:56.376226,2026-01-21T15:23:56.376226,2026-01-20T11:06:56.376226,fluentd,dba-team,Application
INC943,Certificate authority unreachable,Certificate authority unreachable affecting production environment,medium,open,2026-01-07T22:51:56.376226,,,cache-service,platform-team,Security
INC944,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment,medium,open,2026-01-19T19:50:56.376226,,,read-replica|session-service,observability-team,Security
INC945,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,critical,investigating,2026-01-13T14:29:56.376226,,,order-service|cache-service,infra-team,Monitoring
INC946,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment with sporadic failures,critical,investigating,2026-01-06T18:29:56.376226,,,elasticsearch|search-service|notification-service,security-team,Cache
INC947,Load balancer health check failing,Load balancer health check failing affecting production environment,low,investigating,2026-01-09T02:57:56.376226,,,search-service|session-service,api-team,Infrastructure
INC948,Memory leak in ci-cd service,Memory leak in ci-cd service affecting production environment,medium,investigating,2026-01-12T18:17:56.376226,,,elasticsearch|logging-service,devops-team,Application
INC949,Disk space critical on fulfillment nodes,Disk space critical on fulfillment nodes affecting production environment,high,open,2026-01-16T06:31:56.376226,,,payment-service,observability-team,Storage
INC950,Certificate authority unreachable,Certificate authority unreachable affecting production environment,medium,open,2026-01-18T09:25:56.376226,,,api-gateway,dba-team,Security
INC951,Certificate authority unreachable,Certificate authority unreachable affecting production environment,critical,investigating,2026-01-09T00:52:56.376226,,,fluentd|cache-service|logging-service,dba-team,Security
INC952,Message queue backlog growing,Message queue backlog growing affecting production environment with consistent failures,low,investigating,2026-01-08T09:52:56.376226,,,read-replica|rate-limiter|auth-service,payments-team,Monitoring
INC953,Certificate authority unreachable,Certificate authority unreachable affecting production environment,medium,investigating,2026-01-07T12:29:56.376226,,,notification-service|elasticsearch|load-balancer,search-team,Security
INC954,Load balancer health check failing,Load balancer health check failing affecting production environment with sporadic failures,low,open,2026-01-14T10:50:56.376226,,,logging-service|cdn|fulfillment-service,security-team,Infrastructure
INC955,Redis cache connection failures,Redis cache connection failures affecting production environment,medium,resolved,2026-01-10T13:10:56.376226,2026-01-10T15:06:56.376226,2026-01-10T17:07:56.376226,oauth-provider|read-replica|fluentd,dba-team,Cache
INC956,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,medium,investigating,2026-01-18T03:01:56.376226,,,checkout-service,platform-team,Cache
INC957,API response latency spike,API response latency spike affecting production environment with consistent failures,low,resolved,2026-01-09T03:25:56.376226,2026-01-09T12:42:56.376226,2026-01-09T06:09:56.376226,container-registry,platform-team,Network
INC958,Redis cache connection failures,Redis cache connection failures affecting production environment with intermittent failures,high,resolved,2026-01-16T05:46:56.376226,2026-01-16T12:31:56.376226,2026-01-19T05:46:56.376226,cache-service|elasticsearch|payment-service,search-team,Cache
INC959,Certificate authority unreachable,Certificate authority unreachable affecting production environment,low,resolved,2026-01-19T19:18:56.376226,2026-01-20T18:32:56.376226,2026-01-19T22:01:56.376226,cache-service|checkout-service|auth-service,dba-team,Security
INC960,Service mesh configuration error,Service mesh configuration error affecting production environment,critical,resolved,2026-01-17T15:04:56.376226,2026-01-19T03:17:56.376226,2026-01-17T17:17:56.376226,email-service|search-service,security-team,Infrastructure
INC961,Redis cache connection failures,Redis cache connection failures affecting production environment with consistent failures,medium,investigating,2026-01-10T18:12:56.376226,,,product-service|payment-service,identity-team,Cache
INC962,Payment service 500 errors,Payment service 500 errors affecting production environment,critical,investigating,2026-01-16T10:12:56.376226,,,container-registry,security-team,Payments
INC963,Database connection timeout,Database connection timeout affecting production environment,medium,investigating,2026-01-17T13:38:56.376226,,,payment-service,api-team,Database
INC964,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment,critical,investigating,2026-01-18T19:04:56.376226,,,cdn,search-team,Monitoring
INC965,Database connection timeout,Database connection timeout affecting production environment,low,resolved,2026-01-20T19:34:56.376226,2026-01-21T12:23:56.376226,2026-01-21T07:45:56.376226,cache-service,payments-team,Database
INC966,Certificate authority unreachable,Certificate authority unreachable affecting production environment,low,open,2026-01-15T18:18:56.376226,,,kubernetes|fluentd,api-team,Security
INC967,Redis cache connection failures,Redis cache connection failures affecting production environment,critical,investigating,2026-01-09T20:00:56.376226,,,cache-service|container-registry|reporting-service,api-team,Cache
INC968,Database connection timeout,Database connection timeout affecting production environment with intermittent failures,high,open,2026-01-15T07:35:56.376226,,,email-service,ops-team,Database
INC969,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,medium,investigating,2026-01-17T03:40:56.376226,,,cdn|ci-cd|fluentd,api-team,Monitoring
INC970,Load balancer health check failing,Load balancer health check failing affecting production environment,low,open,2026-01-08T03:48:56.376226,,,fulfillment-service,infra-team,Infrastructure
INC971,Memory leak in product service,Memory leak in product service affecting production environment with intermittent failures,low,resolved,2026-01-08T23:53:56.376226,2026-01-10T10:14:56.376226,2026-01-09T08:46:56.376226,checkout-service|ci-cd|frontend,payments-team,Application
INC972,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment with consistent failures,high,open,2026-01-11T10:08:56.376226,,,cache-service|rate-limiter,api-team,Security
INC973,Database connection timeout,Database connection timeout affecting production environment with intermittent failures,medium,investigating,2026-01-09T06:54:56.376226,,,rate-limiter|database|load-balancer,api-team,Database
INC974,Memory leak in rabbitmq service,Memory leak in rabbitmq service affecting production environment,high,open,2026-01-08T04:34:56.376226,,,logging-service,search-team,Application
INC975,Message queue backlog growing,Message queue backlog growing affecting production environment,critical,investigating,2026-01-19T14:47:56.376226,,,rate-limiter,observability-team,Monitoring
INC976,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment,critical,resolved,2026-01-20T01:50:56.376226,2026-01-20T08:27:56.376226,2026-01-20T06:40:56.376226,frontend|read-replica|rabbitmq,platform-team,Monitoring
