incident_id,ticket_id,type,resolution,description,source,similarity_score,resolved_by_team
INC770,SNOW766,similar_incident,Increased connection pool size from 18 to 46 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.84,devops-team
INC771,JIRA-730,similar_incident,Increased connection pool size from 19 to 57 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.69,devops-team
INC772,JIRA-731,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 16 to 30 consumers. Backlog cleared in 4 hours.,,jira,0.93,infra-team
INC773,SNOW767,similar_incident,Implemented 16 for automatic failover. Configured 93-node cluster with quorum of 9. Tested failover scenarios successfully.,,servicenow,0.92,security-team
INC773,JIRA-732,similar_incident,Restarted 5 pods and cleared corrupted cache layer,,jira,0.68,payments-team
INC774,SNOW768,similar_incident,Rolled back to previous 11 version to restore functionality,,servicenow,0.75,infra-team
INC774,JIRA-733,related_change,,Redis cluster scaling performed last week,jira,,ops-team
INC775,JIRA-734,similar_incident,Increased connection pool size from 17 to 55 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.78,devops-team
INC775,SNOW769,similar_incident,Scaled up 9 instances from 49 to 2 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 1s to APIms average.,,servicenow,0.81,infra-team
INC775,JIRA-735,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 13 to 99 consumers. Backlog cleared in 5 hours.,,jira,0.91,dba-team
INC776,JIRA-736,similar_incident,Increased connection pool size from 10 to 99 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.77,payments-team
INC776,JIRA-737,related_change,,Added backup OAuth provider configuration,jira,,devops-team
INC776,JIRA-738,related_change,,Rate limiting threshold adjustment for new API tier,jira,,identity-team
INC777,SNOW770,similar_incident,Increased connection pool size from 16 to 83 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.92,ops-team
INC777,SNOW771,related_change,,Added backup OAuth provider configuration,servicenow,,devops-team
INC777,JIRA-739,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.94,devops-team
INC778,SNOW772,similar_incident,Increased connection pool size from 7 to 43 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.8,infra-team
INC778,SNOW773,similar_incident,Rolled back to previous 6 version to restore functionality,,servicenow,0.67,payments-team
INC779,SNOW774,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 17 minutes.,,servicenow,0.91,api-team
INC780,SNOW775,similar_incident,Implemented 11 for automatic failover. Configured 91-node cluster with quorum of 6. Tested failover scenarios successfully.,,servicenow,0.81,search-team
INC781,SNOW776,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.85,api-team
INC782,JIRA-740,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.94,platform-team
INC783,JIRA-741,similar_incident,Restarted 8 pods and cleared corrupted cache layer,,jira,0.68,search-team
INC783,SNOW777,similar_incident,Restarted 8 pods and cleared corrupted cache layer,,servicenow,0.87,payments-team
INC784,SNOW778,similar_incident,Scaled up 16 instances from 96 to 8 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to APIms average.,,servicenow,0.68,dba-team
INC784,JIRA-742,related_change,,Elasticsearch cluster version upgrade deployed,jira,,search-team
INC785,SNOW779,similar_incident,Rolled back to previous 10 version to restore functionality,,servicenow,0.92,infra-team
INC785,JIRA-743,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 11 minutes.,,jira,0.76,observability-team
INC786,JIRA-744,similar_incident,Fixed 16 timeout by increasing connection timeout to 61s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.85,dba-team
INC786,SNOW780,related_change,,Payment provider SDK upgrade deployed yesterday,servicenow,,dba-team
INC787,JIRA-745,similar_incident,Fixed 8 timeout by increasing connection timeout to 89s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.67,infra-team
INC787,JIRA-746,related_change,,Rate limiting threshold adjustment for new API tier,jira,,infra-team
INC788,JIRA-747,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.8,observability-team
INC788,SNOW781,similar_incident,Rolled back to previous 5 version to restore functionality,,servicenow,0.93,api-team
INC789,SNOW782,similar_incident,Restarted 17 pods and cleared corrupted cache layer,,servicenow,0.67,platform-team
INC789,JIRA-748,similar_incident,Fixed 15 timeout by increasing connection timeout to 46s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.68,platform-team
INC790,SNOW783,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.79,platform-team
INC791,SNOW784,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.93,api-team
INC792,SNOW785,similar_incident,Increased connection pool size from 19 to 58 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.8,identity-team
INC792,SNOW786,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.74,search-team
INC793,SNOW787,similar_incident,Restarted 17 pods and cleared corrupted cache layer,,servicenow,0.79,payments-team
INC793,SNOW788,similar_incident,Scaled up 6 instances from 48 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to servicems average.,,servicenow,0.86,api-team
INC794,SNOW789,similar_incident,Increased connection pool size from 16 to 91 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.91,security-team
INC794,JIRA-749,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.83,security-team
INC795,SNOW790,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 16 to 85 consumers. Backlog cleared in 7 hours.,,servicenow,0.78,platform-team
INC795,SNOW791,related_change,,CDN configuration update for cache TTL,servicenow,,infra-team
INC796,SNOW792,similar_incident,Implemented 13 for automatic failover. Configured 32-node cluster with quorum of 2. Tested failover scenarios successfully.,,servicenow,0.7,identity-team
INC797,SNOW793,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 16 to 55 consumers. Backlog cleared in 9 hours.,,servicenow,0.69,observability-team
INC797,SNOW794,similar_incident,Implemented 12 for automatic failover. Configured 31-node cluster with quorum of 9. Tested failover scenarios successfully.,,servicenow,0.8,devops-team
INC798,JIRA-750,similar_incident,Increased connection pool size from 8 to 72 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.93,search-team
INC799,SNOW795,similar_incident,Scaled up 6 instances from 38 to 8 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to databasems average.,,servicenow,0.66,observability-team
INC799,SNOW796,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 16 to 56 consumers. Backlog cleared in 6 hours.,,servicenow,0.79,ops-team
INC800,SNOW797,similar_incident,Rolled back to previous 15 version to restore functionality,,servicenow,0.8,observability-team
INC800,SNOW798,similar_incident,Scaled up 14 instances from 81 to 9 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to Redisms average.,,servicenow,0.77,dba-team
INC800,JIRA-751,related_change,,Fluentd configuration update for new log format,jira,,observability-team
INC801,SNOW799,similar_incident,Fixed 5 timeout by increasing connection timeout to 56s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.78,payments-team
INC801,SNOW800,similar_incident,Implemented 17 for automatic failover. Configured 98-node cluster with quorum of 7. Tested failover scenarios successfully.,,servicenow,0.96,infra-team
INC802,SNOW801,similar_incident,Implemented 5 for automatic failover. Configured 35-node cluster with quorum of 2. Tested failover scenarios successfully.,,servicenow,0.77,security-team
INC802,SNOW802,similar_incident,Implemented 17 for automatic failover. Configured 32-node cluster with quorum of 7. Tested failover scenarios successfully.,,servicenow,0.82,ops-team
INC803,JIRA-752,similar_incident,Rolled back to previous 9 version to restore functionality,,jira,0.92,observability-team
INC803,SNOW803,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 18 minutes.,,servicenow,0.68,security-team
INC804,SNOW804,similar_incident,Increased connection pool size from 6 to 97 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.81,payments-team
